critics_score,audience_score,title,release_dates,cast,year,alternate_ids
31,34,Around the World in 80 Days,"{'dvd': '2004-11-02', 'theater': '2004-06-16'}","Jackie Chan,Steve Coogan,Jim Broadbent,Robert Fyfe,Cecile De France,",2004,{u'imdb': u'0808399'}
37,49,A Good Woman,"{'dvd': '2006-06-13', 'theater': '2006-02-03'}","Helen Hunt,Scarlett Johansson,Tom Wilkinson,Stephen Campbell Moore,Mark Umbers,",2004,{u'imdb': u'0929632'}
72,46,Sky Captain and the World of Tomorrow,"{'dvd': '2005-01-25', 'theater': '2004-09-17'}",,2004,{u'imdb': u'0956038'}
28,59,The Prince and Me,"{'dvd': '2004-08-10', 'theater': '2004-04-02'}","Julia Stiles,Luke Mably,Ben Miller,James Fox,Miranda Richardson,",2004,{u'imdb': u'0460780'}
26,27,Anacondas - The Hunt for the Blood Orchid,"{'dvd': '2004-12-21', 'theater': '2004-08-27'}","Johnny Messner,KaDee Strickland,Matthew Marsden,Nicholas Gonzalez,Eugene Byrd,",2004,{u'imdb': u'0876563'}
49,52,Alfie,"{'dvd': '2005-03-15', 'theater': '2004-11-05'}","Jude Law,Marisa Tomei,Omar Epps,Nia Long,Jane Krakowski,",2004,{u'imdb': u'1032755'}
78,85,A Very Long Engagement,"{'dvd': '2005-05-24', 'theater': '2004-10-27'}","Audrey Tautou,Gaspard Ulliel,Jean-Pierre Becker,Dominique Bettenfeld,Clovis Cornillac,",2004,{u'imdb': u'1151915'}
13,32,Agent Cody Banks 2 - Destination London,"{'dvd': '2004-07-13', 'theater': '2004-03-12'}","Frankie Muniz,Anthony Anderson,Hannah Spearritt,Cynthia Stevenson,Daniel Roebuck,",2004,{u'imdb': u'0383028'}
56,54,Ali G Indahouse - The Movie,"{'dvd': '2004-11-02', 'theater': '2004-11-02'}","Sacha Baron Cohen,Michael Gambon,Charles Dance,John Scott Martin,Barbara New,",2004,{u'imdb': u'1020055'}
-1,53,Van Helsing: The London Assignment,"{'dvd': '2004-05-11', 'theater': '2004-05-11'}","Hugh Jackman,Robbie Coltrane,David Wenham,Alun Armstrong,",2004,{u'imdb': u'1073241'}
18,53,After the Sunset,"{'dvd': '2005-03-29', 'theater': '2004-11-12'}","Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,Naomie Harris,",2004,{u'imdb': u'1127715'}
53,47,Win A Date With Tad Hamilton!,"{'dvd': '2004-04-20', 'theater': '2004-01-23'}",,2004,{u'imdb': u'0993789'}
81,85,Me and You and Everyone We Know,"{'dvd': '2005-10-11', 'theater': '2005-06-24'}","John Hawkes,Miranda July,Miles Thompson,Brandon Ratcliff,Carlie Westerman,",2004,{u'imdb': u'0901487'}
43,80,A Love Song for Bobby Long,"{'dvd': '2005-02-22', 'theater': '2004-12-29'}","John Travolta,Scarlett Johansson,Gabriel Macht,Deborah Kara Unger,Dane Rhodes,",2004,{u'imdb': u'0804492'}
84,92,The Sea Inside (Mar Adentro) (The Sea Within),"{'dvd': '2005-05-17', 'theater': '2004-11-14'}","Javier Bardem,Belen Rueda,Lola Duenas,Mabel Rivera,Celso Bugallo,",2004,{u'imdb': u'0844457'}
69,64,Aurora Borealis,"{'dvd': '2007-04-03', 'theater': '2006-09-15'}","Joshua Jackson,Donald Sutherland,Juliette Lewis,Louise Fletcher,Zack Ward,",2004,{u'imdb': u'1127221'}
25,74,Appurushido (Appleseed),"{'dvd': '2005-05-10', 'theater': '2004-10-16'}","Ai Kobayashi,Jurota Kosugi,Yuki Matsuoka,",2004,{u'imdb': u'1091617'}
24,37,Autumn,"{'dvd': '2007-09-11', 'theater': '2006-06-09'}","Laurent Lucas,Irene Jacob,Benjamin Rolland,Michel Aumont,Jean-Claude Dreyfus,",2004,{u'imdb': u'0483756'}
49,68,A Home at the End of the World,"{'dvd': '2004-11-02', 'theater': '2004-08-20'}","Colin Farrell,Robin Wright,Dallas Roberts,Sissy Spacek,Erik Scott Smith,",2004,{u'imdb': u'0452345'}
-1,76,J.K. Rowling and the Birth of Harry Potter,{'dvd': '2004-12-21'},"J.K. Rowling,",2004,
23,44,Fat Albert,"{'dvd': '2005-03-22', 'theater': '2004-12-25'}","Kenan Thompson,Kyla Pratt,Shedrack Anderson III,Jermaine Williams,Keith Robinson,",2004,
53,51,A Dirty Shame,"{'dvd': '2005-06-14', 'theater': '2004-09-24'}","Tracey Ullman,Johnny Knoxville,Selma Blair,Chris Isaak,Suzanne Shepherd,",2004,
17,47,Laws of Attraction,"{'dvd': '2004-08-24', 'theater': '2004-04-30'}","Pierce Brosnan,Julianne Moore,Michael Sheen,Parker Posey,Frances Fisher,",2004,{u'imdb': u'1219703'}
29,38,A Day Without a Mexican,"{'dvd': '2004-11-09', 'theater': '2004-05-14'}","Yareli Arizmendi,John Getz,Maureen Flannigan,Muse Watson,Caroline Aaron,",2004,{u'imdb': u'0996966'}
12,29,Against the Ropes,"{'dvd': '2004-07-13', 'theater': '2004-02-20'}","Meg Ryan,Omar Epps,Charles S. Dutton,Tony Shalhoub,Tim Daly,",2004,
52,85,The Notebook,"{'dvd': '2005-02-08', 'theater': '2004-06-25'}","Ryan Gosling,Rachel McAdams,James Garner,Gena Rowlands,James Marsden,",2004,
81,90,The Bourne Supremacy,"{'dvd': '2004-12-07', 'theater': '2004-07-23'}","Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban,",2004,{u'imdb': u'0411323'}
84,89,Kill Bill: Volume 2,"{'dvd': '2004-08-10', 'theater': '2004-04-16'}","Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,Gordon Liu,",2004,{u'imdb': u'0432988'}
33,81,The Butterfly Effect,"{'dvd': '2007-07-20', 'theater': '2004-01-23'}","Ashton Kutcher,Amy Smart,William Lee Scott,Elden Henson,Melora Walters,",2004,{u'imdb': u'1176096'}
91,90,Million Dollar Baby,"{'dvd': '2005-07-12', 'theater': '2004-12-15'}","Clint Eastwood,Hilary Swank,Morgan Freeman,Anthony Mackie,Jay Baruchel,",2004,{u'imdb': u'0883410'}
77,90,Big Fish,"{'dvd': '2004-04-27', 'theater': '2003-12-10'}","Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,Helena Bonham Carter,",2004,{u'imdb': u'1037146'}
27,61,Bridget Jones - The Edge of Reason,"{'dvd': '2005-03-22', 'theater': '2004-11-12'}",,2004,
26,60,Blade: Trinity,"{'dvd': '2005-04-26', 'theater': '2004-12-08'}","Wesley Snipes,Kris Kristofferson,Jessica Biel,Ryan Reynolds,Parker Posey,",2004,{u'imdb': u'0885415'}
95,92,Before Sunset,"{'dvd': '2004-11-09', 'theater': '2004-07-02'}","Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torres,Rodolphe Pauly,",2004,{u'imdb': u'1024856'}
11,28,Exorcist - The Beginning,"{'dvd': '2005-10-25', 'theater': '2004-08-20'}",,2004,
68,48,Barbershop 2 - Back in Business,"{'dvd': '2004-06-29', 'theater': '2004-01-20'}","Ice Cube,Cedric the Entertainer,Sean Patrick Thomas,Eve,Troy Garity,",2004,{u'imdb': u'0870176'}
-1,57,"Wake Up, Ron Burgundy: The Lost Movie","{'dvd': '2004-12-27', 'theater': '2004-12-28'}","Will Ferrell,Christina Applegate,Paul Rudd,Steve Carell,David Koechner,",2004,{u'imdb': u'1176699'}
80,78,District B13 (Banlieue 13),"{'dvd': '2006-09-05', 'theater': '2006-06-02'}",,2004,
88,86,Bad Education (La Mala educacion),"{'dvd': '2005-04-12', 'theater': '2004-11-19'}","Fele Martinez,Gael Garcia Bernal,Daniel Jimenez Cacho,Lluis Homar,Javier Camara,",2004,{u'imdb': u'1054118'}
21,38,Little Black Book,"{'dvd': '2005-01-04', 'theater': '2004-08-06'}","Brittany Murphy,Holly Hunter,Kathy Bates,Ron Livingston,Julianne Nicholson,",2004,{u'imdb': u'1039790'}
39,43,Birth,"{'dvd': '2005-04-19', 'theater': '2004-11-05'}","Nicole Kidman,Cameron Bright,Danny Huston,Lauren Bacall,Alison Elliott,",2004,{u'imdb': u'1135943'}
42,65,Beyond the Sea,"{'dvd': '2005-06-07', 'theater': '2004-12-29'}","Kevin Spacey,Kate Bosworth,John Goodman,Bob Hoskins,Brenda Blethyn,",2004,{u'imdb': u'1196210'}
78,75,Two Brothers,"{'dvd': '2004-12-21', 'theater': '2004-06-25'}","Guy Pearce,Jean-Claude Dreyfus,Freddie Highmore,Philippine Leroy-Beaulieu,Moussa Maaskri,",2004,
-1,77,Blue Collar Comedy Tour Rides Again,"{'dvd': '2004-12-07', 'theater': '2004-12-05'}","Bill Engvall,Jeff Foxworthy,Ron White,Larry The Cable Guy,",2004,{u'imdb': u'1266584'}
-1,92,Inuyasha - Kagami no naka no mugenjou ( The Castle Beyond the Looking Glass ),"{'dvd': '2004-12-28', 'theater': '2004-12-28'}","Houko Kuwashima,Kappei Yamaguchi,Mieko Harada,Noriko Hidaka,Satsuki Yukino,",2004,
31,58,Breakin' All the Rules,"{'dvd': '2004-10-12', 'theater': '2004-05-14'}","Jamie Foxx,Gabrielle Union,Morris Chestnut,Peter MacNicol,Jennifer Esposito,",2004,
34,69,What the Bleep Do We Know!?,"{'dvd': '2005-03-15', 'theater': '2004-04-23'}","Marlee Matlin,Elaine Hendrix,John Ross Bowie,Armin Shimerman,Robert Bailey Jr.,",2004,{u'imdb': u'0873883'}
80,93,Tae Guk Gi: The Brotherhood of War,"{'dvd': '2005-02-15', 'theater': '2004-09-03'}","Dong-gun Jang,Weon Bin,Eun-ju Lee,Gong Hyeong-Jin,Min-sik Choi,",2004,{u'imdb': u'1186248'}
16,24,The Big Bounce,"{'dvd': '2004-07-20', 'theater': '2004-01-30'}","Owen Wilson,Morgan Freeman,Gary Sinise,Sara Foster,Willie Nelson,",2004,{u'imdb': u'1380922'}
60,56,Ginger Snaps Back - The Beginning,"{'dvd': '2004-09-07', 'theater': '2004-11-01'}","Emily Perkins,Katharine Isabelle,",2004,
-1,39,Boo,"{'dvd': '2005-10-25', 'theater': '2005-10-17'}","Trish Coren,M. Steven Felty,Jilon Ghai,Dee Wallace,Nicole Rayburn,",2004,
-1,43,Bob the Butler,"{'dvd': '2005-12-27', 'theater': '2005-01-01'}","Tom Green (III),Brooke Shields,Simon Callow,Benjamin B. Smith,Genevieve Buechner,",2004,
-1,73,Barbie As The Princess and the Pauper,"{'dvd': '2004-09-28', 'theater': '2004-09-23'}","Julie Stevens,Mark Hildreth,Mark Luna,Alessandro Juliani,Martin Short,",2004,
76,74,Being Julia,"{'dvd': '2005-03-22', 'theater': '2004-10-15'}","Annette Bening,Jeremy Irons,Bruce Greenwood,Miriam Margolyes,Juliet Stevenson,",2004,
-1,64,Balto III: Wings of Change,"{'dvd': '2005-02-01', 'theater': '2005-01-30'}","Maurice LaMarche,Jean Smart,Keith Carradine,",2004,{u'imdb': u'1226305'}
-1,26,Boa Vs Python,"{'dvd': '2004-08-24', 'theater': '2004-05-22'}","David Hewlett,Jaime Bergman,Kirk B.R. Woller,",2004,{u'imdb': u'0991351'}
94,91,Be Here to Love Me: A Film About Townes Van Zandt,"{'dvd': '2006-03-14', 'theater': '2005-12-02'}","Townes Van Zandt,Joe Ely Band,Guy Clark,Jerry Jeff Walker,Steve Earle,",2004,{u'imdb': u'1239408'}
89,86,Brothers (Brodre),"{'dvd': '2005-09-20', 'theater': '2004-08-27'}","Connie Nielsen,Ulrich Thomsen,Nikolaj Lie Kaas,Bent Mejding,Solbjorg Hojfeldt,",2004,
29,50,Blueberry (Renegade),"{'dvd': '2004-11-02', 'theater': '2004-02-25'}","Vincent Cassel,Juliette Lewis,Michael Madsen,Temuera Morrison,Eddie Izzard,",2004,
-1,89,Meet the Browns,{'dvd': '2005-06-28'},"David Mann,Kendrick Mays,Tamela Mann,Tamika Scott,Terrell Carter,",2004,
20,46,Bailey's Billion$ (Bailey's Billions),"{'dvd': '2005-12-06', 'theater': '2005-08-05'}","Jon Lovitz,Dean Cain,Laurie Holden,Jennifer Tilly,Tim Curry,",2004,
87,84,The Hidden Blade,"{'dvd': '2006-08-08', 'theater': '2006-06-23'}","Masatoshi Nagase,Takako Matsu,Hidetaka Yoshioka,Yukiyoshi Ozawa,Tomoko Tabata,",2004,
15,55,White Chicks,"{'dvd': '2004-10-26', 'theater': '2004-06-23'}","Shawn Wayans,Marlon Wayans,Jaime King,Frankie Faison,Lochlyn Munro,",2004,
86,84,Collateral,"{'dvd': '2004-12-14', 'theater': '2004-08-06'}","Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg,",2004,
49,80,The Passion of the Christ,"{'dvd': '2004-08-31', 'theater': '2004-02-25'}","Jim Caviezel,Monica Bellucci,Claudia Gerini,Maia Morgenstern,Sergio Rubini,",2004,{u'imdb': u'0367882'}
68,81,Closer,"{'dvd': '2005-03-29', 'theater': '2004-12-03'}","Julia Roberts,Jude Law,Natalie Portman,Clive Owen,Colin Stinton,",2004,{u'imdb': u'0421715'}
74,80,Harold & Kumar Go to White Castle,"{'dvd': '2005-01-04', 'theater': '2004-07-30'}","John Cho,Kal Penn,Paula Garces,Neil Patrick Harris,David Krumholtz,",2004,{u'imdb': u'0499448'}
29,65,The Chronicles of Riddick,"{'dvd': '2004-11-16', 'theater': '2004-06-11'}","Vin Diesel,Colm Feore,Thandie Newton,Judi Dench,Karl Urban,",2004,{u'imdb': u'0866439'}
9,18,Catwoman,"{'dvd': '2005-01-18', 'theater': '2004-07-23'}","Halle Berry,Benjamin Bratt,Sharon Stone,Lambert Wilson,Alex Borstein,",2004,{u'imdb': u'0830515'}
53,49,Wolf Creek,"{'dvd': '2006-04-11', 'theater': '2005-12-25'}","John Jarratt,Nathan Phillips,Cassandra Magrath,Kestie Morassi,Gordon Poole,",2004,{u'imdb': u'0859163'}
81,63,The Manchurian Candidate,"{'dvd': '2004-12-21', 'theater': '2004-07-30'}","Denzel Washington,Meryl Streep,Liev Schreiber,Jon Voight,Kimberly Elise,",2004,{u'imdb': u'0373051'}
5,37,Christmas with the Kranks,"{'dvd': '2005-11-08', 'theater': '2004-11-24'}","Tim Allen,Jamie Lee Curtis,Dan Aykroyd,Erik Per Sullivan,Cheech Marin,",2004,{u'imdb': u'0467200'}
55,59,Cellular,"{'dvd': '2005-01-18', 'theater': '2004-09-10'}","Kim Basinger,Chris Evans,Jason Statham,Eric Christian Olsen,Matt McColm,",2004,{u'imdb': u'0420238'}
19,61,Chasing Liberty,"{'dvd': '2004-05-04', 'theater': '2004-01-09'}","Mandy Moore,Matthew Goode,Jeremy Piven,Annabella Sciorra,Caroline Goodall,",2004,{u'imdb': u'1018785'}
32,40,Seed Of Chucky,"{'dvd': '2005-06-07', 'theater': '2004-11-12'}","Brad Dourif,Jennifer Tilly,Billy Boyd,Redman,Hannah Spearritt,",2004,{u'imdb': u'0785007'}
83,55,In Good Company,"{'dvd': '2005-05-10', 'theater': '2004-12-29'}","Dennis Quaid,Topher Grace,Scarlett Johansson,Marg Helgenberger,David Paymer,",2004,{u'imdb': u'0758774'}
-1,54,Dark Fury - The Chronicles of Riddick,"{'dvd': '2004-06-15', 'theater': '2004-06-15'}","Vin Diesel,Nick Chinlund,Keith David,Rhiana Griffith,",2004,{u'imdb': u'0929632'}
29,44,Club Dread,"{'dvd': '2004-05-25', 'theater': '2004-02-27'}","Bill Paxton,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Paul Soter,",2004,{u'imdb': u'0416212'}
43,40,Creep,"{'dvd': '2005-12-20', 'theater': '2005-01-28'}","Franka Potente,Kenneth Hudson Campbell,Jeremy Sheffield,Vas Blackwood,Sean Harris,",2004,{u'imdb': u'0460780'}
37,46,The Final Cut,"{'dvd': '2005-03-22', 'theater': '2004-10-15'}","Robin Williams,Mira Sorvino,Jim Caviezel,Mimi Kuzyk,Thom Bishops,",2004,{u'imdb': u'0970411'}
-1,31,Cruel Intentions 3,"{'dvd': '2004-05-25', 'theater': '2004-05-25'}","Kristina Anapau,Nathan Wetherington,Kerr Smith,Alex Donnelley,Charlie Weber,",2004,{u'imdb': u'1045655'}
-1,58,Category 6 - Day of Destruction,"{'dvd': '2005-02-15', 'theater': '2004-11-14'}","Thomas Gibson,Nancy McKeon,Brian Dennehy,Dianne Wiest,Randy Quaid,",2004,{u'imdb': u'0819714'}
-1,43,Cube Zero,"{'dvd': '2005-02-22', 'theater': '2004-10-15'}","Zachary Bennett,David Huband,Martin Roach,Stephanie Moore,Jasmin Geljo,",2004,{u'imdb': u'0889588'}
67,70,Casshern,"{'dvd': '2007-10-16', 'theater': '2004-05-15'}","Yusuke Iseya,Kumiko Aso,Toshiaki Karasawa,Akira Terao,Kanako Higuchi,",2004,{u'imdb': u'0462465'}
63,44,Changing Times (Les Temps Qui Changent),"{'dvd': '2006-10-03', 'theater': '2004-12-08'}","Catherine Deneuve,Gerard Depardieu,Gilbert Melki,Malik Zidi,Lubna Azabal,",2004,{u'imdb': u'1069238'}
-1,85,Naruto the Movie: Ninja Clash in the Land of Snow (Gekijo-ban Naruto: Daikatsugeki!),"{'dvd': '2007-09-04', 'theater': '2004-08-21'}","Junko Takeuchi,Maile Flanagan,Yuko Kaida,Kari Wahlgren,Yuri Lowenthal,",2004,{u'imdb': u'0896031'}
39,52,Calvaire (The Ordeal),"{'dvd': '2006-10-03', 'theater': '2006-08-11'}","Laurent Lucas,Jackie Berroyer,Philippe Nahon,Jean-Luc Couchard,Brigitte Lahaie,",2004,{u'imdb': u'1287845'}
72,67,Clean,"{'dvd': '2006-07-18', 'theater': '2005-03-18'}","Maggie Cheung,Nick Nolte,Beatrice Dalle,Jeanne Balibar,Don McKellar,",2004,{u'imdb': u'1139797'}
12,48,Catch That Kid,"{'dvd': '2004-06-01', 'theater': '2004-02-06'}","Kristen Stewart,Corbin Bleu,Jennifer Beals,Sam Robards,John Carroll Lynch,",2004,{u'imdb': u'1127884'}
-1,47,Cho kowai hanashi A: yami no karasu (Cursed),"{'dvd': '2004-04-26', 'theater': '2004-02-25'}","Kyoko Akiba,Yumeaki Hirayama,Takaaki Iwao,",2004,{u'imdb': u'0785035'}
44,71,Connie And Carla,"{'dvd': '2004-08-17', 'theater': '2004-04-16'}",,2004,{u'imdb': u'1155592'}
18,61,Crazy Like A Fox,"{'dvd': '2008-04-15', 'theater': '2006-05-05'}","Roger Rees,Mary McDonnell,Paul Fitzgerald,Christina Rouner,Robert Wisdom,",2004,{u'imdb': u'0892255'}
42,64,Chakushin Ari (One Missed Call),"{'dvd': '2005-09-13', 'theater': '2003-11-03'}","Kou Shibasaki,Shinichi Tsutsumi,Kazue Fukiishi,Renji Ishibashi,Goro Kishitani,",2004,{u'imdb': u'1107365'}
69,58,Criminal,"{'dvd': '2005-04-12', 'theater': '2004-09-24'}","John C. Reilly,Diego Luna,Maggie Gyllenhaal,Peter Mullan,Jonathan Tucker,",2004,{u'imdb': u'0963194'}
68,63,Cape of Good Hope,"{'dvd': '2006-08-15', 'theater': '2005-11-11'}","Debbie Brown,Eriq Ebouaney,Nthati Moshesh,Morne Visser,Quanita Adams,",2004,{u'imdb': u'0488604'}
7,29,Surviving Christmas,"{'dvd': '2004-12-21', 'theater': '2004-10-22'}",,2004,{u'imdb': u'0981072'}
-1,85,Clerks: The Lost Scene,{'theater': '2004-09-07'},,2004,{u'imdb': u'0942903'}
-1,58,Carolina,"{'dvd': '2005-02-01', 'theater': '2004-01-01'}","Julia Stiles,Shirley MacLaine,Randy Quaid,Alan Thicke,Edward Atterton,",2004,{u'imdb': u'0497137'}
-1,50,Control,"{'dvd': '2005-02-15', 'theater': '2005-02-15'}","Ray Liotta,Willem Dafoe,Michelle Rodriguez,",2004,{u'imdb': u'1186788'}
-1,40,Comic Book - The Movie,"{'dvd': '2004-01-27', 'theater': '2004-01-27'}",,2004,{u'imdb': u'1151384'}
-1,86,Chris Rock: Never Scared,"{'dvd': '2004-08-31', 'theater': '2004-04-17'}","Chris Rock,",2004,{u'imdb': u'1104806'}
63,77,New Police Story (San ging chaat goo si),"{'dvd': '2006-05-16', 'theater': '2006-05-16'}","Jackie Chan,Nicholas Tse,Charlie Yeung,Charlene Choi,Daniel Wu,",2004,{u'imdb': u'0892899'}
-1,86,The Simpsons' Christmas Message,"{'dvd': '2003-10-14', 'theater': '2004-12-25'}","Nancy Cartwright,Dan Castellaneta,Julie Kavner,Yeardley Smith,",2004,{u'imdb': u'0945580'}
91,90,Donnie Darko: The Director's Cut,"{'dvd': '2007-09-27', 'theater': '2004-10-04'}","Daveigh Chase,Drew Barrymore,Jake Gyllenhaal,Jena Malone,Maggie Gyllenhaal,",2004,{u'imdb': u'1232790'}
72,76,Cronicas,"{'dvd': '2005-11-08', 'theater': '2005-07-08'}","John Leguizamo,Leonor Watling,Damian Alcazar,Jose Maria Yazpik,Alfred Molina,",2004,{u'imdb': u'1016083'}
-1,60,Care Bears: Celebration,"{'dvd': '2004-08-31', 'theater': '2004-12-31'}",,2004,{u'imdb': u'1292703'}
-1,34,Cyber Wars,"{'dvd': '2006-04-11', 'theater': '2006-04-11'}",,2004,
44,65,50 First Dates,"{'dvd': '2004-06-15', 'theater': '2004-02-13'}","Adam Sandler,Drew Barrymore,Rob Schneider,Sean Astin,Lusia Strus,",2004,
-1,57,D,"{'dvd': '2005-08-30', 'theater': '2005-06-03'}","Randeep Hooda,Chunkey Pandey,Ishaa Khopikar,Rukhsar,Goga Kapoor,",2004,{u'imdb': u'0996967'}
71,74,Napoleon Dynamite,"{'dvd': '2004-12-21', 'theater': '2004-06-11'}","Jon Heder,Jon Gries,Aaron Ruell,Efren Ramirez,Tina Majorino,",2004,
91,93,Shaun of the Dead,"{'dvd': '2004-12-21', 'theater': '2004-09-24'}","Simon Pegg,Kate Ashfield,Nick Frost,Dylan Moran,Lucy Davis,",2004,{u'imdb': u'0899303'}
75,77,Dawn of the Dead,"{'dvd': '2004-12-28', 'theater': '2004-03-19'}","Sarah Polley,Ving Rhames,Jake Weber,Mekhi Phifer,Ty Burrell,",2004,{u'imdb': u'1277737'}
55,70,The Girl Next Door,"{'dvd': '2004-08-24', 'theater': '2004-04-09'}","Elisha Cuthbert,Emile Hirsch,Timothy Olyphant,James Remar,Christopher George Marquette,",2004,{u'imdb': u'0972558'}
88,82,House of Flying Daggers,"{'dvd': '2005-03-29', 'theater': '2004-12-03'}","Takeshi Kaneshiro,Ziyi Zhang,Andy Lau,Song Dandan,Anita Mui,",2004,
22,73,Dirty Dancing - Havana Nights,"{'dvd': '2004-07-20', 'theater': '2004-02-27'}","Diego Luna,Romola Garai,Sela Ward,John Slattery,Jonathan Jackson,",2004,
25,60,The Princess Diaries 2 - Royal Engagement,"{'dvd': '2004-12-14', 'theater': '2004-08-11'}","Anne Hathaway,Julie Andrews,Hector Elizondo,John Rhys-Davies,Heather Matarazzo,",2004,{u'imdb': u'1352392'}
46,57,Shall We Dance,"{'dvd': '2005-02-01', 'theater': '2004-10-15'}","Richard Gere,Jennifer Lopez,Susan Sarandon,Stanley Tucci,Lisa Ann Walter,",2004,{u'imdb': u'0814314'}
91,94,Downfall (Der Untergang),"{'dvd': '2005-08-02', 'theater': '2004-12-31'}","Bruno Ganz,Alexandra Maria Lara,Juliane Kohler,Corinna Harfouch,Ulrich Matthes,",2004,{u'imdb': u'0441773'}
8,18,Doogal,"{'dvd': '2006-05-16', 'theater': '2006-02-24'}","Tom Baker,Jon Stewart,Daniel Tay,Robbie Williams,Jimmy Fallon,",2004,{u'imdb': u'0499448'}
58,72,Night Watch (Nochnoi Dozor),"{'dvd': '2006-06-20', 'theater': '2006-02-17'}",,2004,{u'imdb': u'0443274'}
57,91,Dead Man's Shoes,"{'dvd': '2006-09-05', 'theater': '2006-05-12'}","Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,Neil Bell,",2004,
-1,90,Empire of Dreams: The Story of the Star Wars Trilogy,{'theater': '2004-09-12'},"George Lucas,Ralph McQuarrie,Robert Clotworthy,Harrison Ford,Mark Hamill,",2004,{u'imdb': u'0839980'}
8,43,First Daughter,"{'dvd': '2005-01-25', 'theater': '2004-09-24'}","Katie Holmes,Marc Blucas,Amerie Rogers,Margaret Colin,Lela Rochon,",2004,{u'imdb': u'0467197'}
81,91,Dear Frankie,"{'dvd': '2005-07-05', 'theater': '2005-03-04'}","Emily Mortimer,Jack McElhone,Gerard Butler,Sharon Small,Mary Riggans,",2004,{u'imdb': u'1007028'}
4,31,Darkness,"{'dvd': '2005-04-26', 'theater': '2004-10-19'}","Robin Dunne,Mac Fyfe,James Kee,Lindy Booth,Jesse Nilsson,",2004,{u'imdb': u'0926129'}
44,89,Love Me If You Dare (Jeux d'enfants),"{'dvd': '2004-10-19', 'theater': '2004-05-21'}",,2004,{u'imdb': u'0981227'}
90,78,Duck Season (Temporada de patos),"{'dvd': '2006-08-29', 'theater': '2006-03-24'}","Enrique Arreola,Diego Catano,Danny Miranda,Danny Perea,Daniel Miranda,",2004,{u'imdb': u'1018785'}
38,55,D.E.B.S.,"{'dvd': '2005-06-14', 'theater': '2004-01-22'}","Sara Foster,Jordana Brewster,Meagan Good,Devon Aoki,Jill Ritchie,",2004,{u'imdb': u'0929632'}
4,68,Dirty Love,"{'dvd': '2005-12-06', 'theater': '2005-09-23'}","Jenny McCarthy,Eddie Kaye Thomas,Carmen Electra,Kam Heskin,Victor Webster,",2004,{u'imdb': u'0808399'}
50,59,Dead and Breakfast,"{'dvd': '2005-09-06', 'theater': '2005-08-01'}","Ever Carradine,Brent David Fraser,Bianca Lawson,Jeffrey Dean Morgan,Erik Palladino,",2004,{u'imdb': u'0914798'}
48,66,De-Lovely,"{'dvd': '2004-12-21', 'theater': '2004-07-02'}","Kevin Kline,Ashley Judd,Jonathan Pryce,Kevin McNally,Alan Corduner,",2004,{u'imdb': u'0450314'}
-1,16,Dracula 3000,"{'dvd': '2004-12-07', 'theater': '2004-08-09'}",,2004,{u'imdb': u'0482572'}
-1,6,Day of the Dead 2 - Contagium,"{'dvd': '2005-10-18', 'theater': '2005-10-18'}","Julian Thomas,Justin Ipock,Laurie Maria Baranyay,Stan Klimecko,April Wade,",2004,{u'imdb': u'0858479'}
50,40,Dead Birds,"{'dvd': '2005-03-15', 'theater': '2004-01-01'}","Henry Thomas,Patrick Fugit,Nicki Lynn Aycox,Isaiah Washington,Mark Boone Jr.,",2004,{u'imdb': u'0876563'}
69,89,The Edukators (Die Fetten Jahre sind vorbei),"{'dvd': '2005-11-15', 'theater': '2005-02-12'}","Daniel Bruhl,Julia Jentsch,Stipe Erceg,Burghart Klau??ner,",2004,{u'imdb': u'0803057'}
55,77,Danny Deckchair,"{'dvd': '2004-12-21', 'theater': '2003-08-11'}","Rhys Ifans,Miranda Otto,Justine Clarke,Rhys Muldoon,Frank Magree,",2004,{u'imdb': u'0455538'}
-1,78,Dhoom,{'dvd': '2009-08-04'},"Abhishek Bachchan,Uday Chopra,John Abraham,Esha Deol,Rimii,",2004,{u'imdb': u'1076252'}
46,80,Don't Move (Non ti muovere),"{'dvd': '2006-07-18', 'theater': '2004-12-17'}","Sergio Castellitto,Penelope Cruz,Claudia Gerini,Angela Finocchiaro,Marco Giallini,",2004,{u'imdb': u'0964539'}
-1,54,Da Vinci Code Decoded,"{'dvd': '2004-11-02', 'theater': '2004-11-02'}","Dan Brown,Dan Burstein,Henry Lincoln,Martin Lunn,",2004,{u'imdb': u'0449487'}
0,61,National Lampoon's Going the Distance,"{'dvd': '2005-07-05', 'theater': '2004-08-20'}","Christopher Jacot,Joanne Kelly,Jason Priestley,August Schellenberg,Katheryn Winnick,",2004,{u'imdb': u'1287845'}
-1,70,Dumplings (Gaau ji),{'theater': '2004-08-20'},,2004,{u'imdb': u'1142798'}
